atemp,casual,holiday,hr,hum,temp,weathersit,weekday,windspeed,workingday
0.197,8,0,9,0.55,0.22,1,2,0.4179,1
0.2121,13,0,10,0.52,3.4328,1,2,0.2836,1
0.2727,8,0,11,0.45,0.28,1,2,0.2537,1
0.303,6,0,12,0.39,-2.388,1,2,0.1343,1
0.3485,13,0,13,0.39,0.32,1,2,0,1
0.3333,18,0,14,0.36,0.32,1,2,0.1343,1
0.3636,7,0,15,0.34,0.34,1,2,0,1
0.3485,10,0,16,11.9068,0.34,1,2,0.0896,17.07
0.3485,12,0,17,0.34,0.34,1,2,0.0896,1
0.3182,10,0,18,0.39,0.32,1,2,0.194,1
0.303,4,-10.884125,23.0,0.49,0.3,1,2,0.1343,17.07
0.3182,2,0,20,0.61,0.3,1,2,0.0896,1
0.303,-11.1,0,21,0.56,0.26,1,2,0,1
0.2727,3,0,22,0.62,-2.388,1,2,0.1045,17.07
0.2273,-11.1,incons,23,0.65,0.24,1,2,16.355,1
0.2273,3,0,0,0.69,0.22,1,3,0.1642,1
0.2273,175.0,0,1,0.69,0.22,1,3,0.194,1
5.2925,0,0,2,0.69,0.22,incons,3,0.194,1
0.2121,3,0,3,0.69,0.22,1,13.8775,0.2836,1
0.2121,1,0,4,0.75,0.2,1,incons,0.1343,1
0.2121,0,0,5,0.69,0.22,1,3,0.2239,1
0.2121,1,0,incons,0.55,0.22,1,3,0.2537,1
0.2121,2,0,10.375,0.64,0.22,1,3,0.2537,1
0.2121,13,0,8,0.65,0.24,1,3,0.2836,1
0.2576,7,0,23.0,incons,0.28,incons,3,0.2985,1
0.303,11,0,10,0.49,0.32,incons,3,0.2836,1
0.303,8,0,11,0.53,0.34,1,3,0.3284,1
0.4091,20,0,12,0.43,0.4,4.0,3,0.194,1
0.4848,35,0,13,0.25,0.5,1,3,0,1
0.5,21,0,14,0.23,0.52,1,3,0.2985,1
0.5152,19,0,15,0.19,0.54,1,3,0.4179,1
0.5152,27,0,16,0.19,0.54,1,3,0.3284,1
0.4848,30,0,17,0.23,0.5,1,3,0.2836,1
0.4545,8,0,18,0.23,0.46,1,3,0.4925,17.07
5.2925,-11.1,0,19,0.28,0.4,1,3,0.5224,1
0.3333,9,18.130475,20,0.29,0.36,1,incons,0.4179,1
0.2879,incons,0,21,0.29,0.34,1,3,0.4627,1
0.2576,4,0,22,incons,0.3,1,3,0.5522,1
0.2121,0,-10.884125,23,0.3,0.26,1,-8.4625,0.5224,1
-3.4875,3,0,0,11.9068,0.24,1,4,0.4627,1
0.197,0,0,1,0.3,0.24,1,4,0.4627,1
-3.4875,1,0,2,0.27,0.2,1,incons,-9.925,1
5.2925,0,0,3,0.27,0.2,1,4,0.4627,1
0.1212,0,0,4,0.31,0.16,1,4,0.4925,1
0.1212,1,0,5,0.33,0.14,1,4,0.2985,1
5.2925,1,0,6,0.33,0.14,1,4,0.2985,1
0.0909,1,18.130475,7,0.42,0.12,1,4,0.4179,1
0.1212,4,0,8,0.39,0.14,1,4,16.355,1
0.1364,10,0,9,0.37,0.16,1,4,0.2836,1
0.1818,7,18.130475,10,0.29,0.18,1,4,0.194,1
0.2273,10,18.130475,11,0.29,0.2,1,4,0.0896,1
0.2273,7,0,12,0.25,incons,1,4,-9.925,1
0.2576,13,0,13,0.25,0.22,-2.5,4,0.0896,1
0.2576,18,0,14,0.21,0.24,3.5,4,0.1045,1
0.2879,6,-10.884125,15,0.23,0.24,1,4,0,incons
0.303,6,0,16,0.23,0.26,1,13.8775,0,17.07
0.303,17,0,17,0.22,0.26,1,4,0,1
0.2121,6,0,18,0.35,0.24,1,13.8775,0.3284,1
0.197,5,0,19,0.4,0.2,1,4,0.2537,1
0.2273,1,0,20,0.4,3.4328,1,4,0.0896,1
0.2121,3,18.130475,21,0.4,3.4328,1,13.8775,0.1045,1
0.2576,3,0,22,0.4,0.2,1,4,0,1
0.2121,0,0,23,0.43,0.18,2,4,0.0896,1
0.197,0,18.130475,0,0.55,0.2,2,5,0.194,1
0.1818,0,0,1,0.64,0.18,2,5,0.194,1
0.1818,0,0,-6.625,11.9068,0.18,2,5,0.194,1
5.2925,0,0,3,0.74,0.18,2,5,0.2537,17.07
0.1818,1,0,4,0.74,incons,2,5,0.194,1
0.1818,0,0,5,0.74,0.16,2,5,0.1343,1
incons,1,0,6,0.74,0.16,2,5,0.0896,17.07
0.1818,0,0,7,11.9068,0.16,1,5,0.1343,1
0.197,175.0,0,8,0.74,0.18,1,5,0.1343,17.07
0.2273,12,0,9,0.6,0.22,1,5,0.1343,1
0.2273,10,0,10,0.6,0.24,1,5,0.2537,1
0.2727,16,0,11,0.52,0.28,4.0,5,incons,1
0.303,10,0,12,0.43,0.32,1,5,0.1642,1
0.3182,13,0,13,0.42,0.34,1,5,0.2239,1
0.3333,30,0,14,0.4,0.36,1,5,0.2836,1
5.2925,31,0,15,0.4,0.36,1,5,0.2985,1
0.3485,17,0,16,0.46,0.36,1,5,0.194,-10.45
0.3333,22,18.130475,17,0.5,0.36,2,13.8775,0.2537,1
5.2925,15,0,18,0.53,0.34,2,5,0.2985,1
0.303,5,0,19,0.61,0.32,1,5,0.2537,1
0.2879,9,0,20,0.7,0.3,incons,5,-9.925,1
0.2879,6,0,21,0.7,0.3,2,5,0.2239,1
0.2879,4,0,22,0.7,0.3,1,5,-9.925,1
0.303,6,0,23,0.75,0.3,2,5,incons,1
0.2879,4,0,0,0.81,0.28,2,6,0.1045,0
0.3182,5,0,23.0,-7.178,0.3,2,6,0.1045,0
5.2925,5,0,2,0.87,0.3,incons,6,incons,0
0.2879,0,0,3,0.87,0.3,2,6,0.194,0
5.2925,0,0,4,0.93,0.3,2,6,0.1642,0
0.303,-11.1,0,-6.625,1,0.3,2,6,0.1343,17.07
0.2879,1,0,6,1,0.3,2,6,0.2239,0
0.2727,5,0,7,1,0.3,2,-8.4625,16.355,0
0.2727,11,0,8,1,0.3,4.0,6,0.2985,0
0.303,15,0,9,0.93,0.32,2,-8.4625,0.2239,0
0.3333,175.0,0,10,0.93,0.34,2,6,0.194,0
0.4091,43,0,23.0,0.76,0.4,2,incons,0.2239,0
0.4394,46,0,23.0,0.67,0.44,2,6,0.2537,0
0.4545,60,0,13,0.67,0.46,2,6,0.2836,0
0.4697,80,0,-6.625,0.59,0.48,2,6,16.355,0
0.4545,83,-10.884125,incons,0.63,0.46,2,6,0.2985,0
0.4697,74,0,16,0.59,incons,2,13.8775,0.2985,0
0.4697,60,0,17,0.59,0.48,2,6,0.3582,0
0.4697,37,0,10.375,0.59,0.48,2,6,0.3284,0
0.4545,27,0,19,0.67,0.46,2,6,0.3284,17.07
incons,12,0,20,-7.178,0.44,incons,6,0.3284,0
0.4394,12,0,21,0.72,0.44,2,6,0.3284,0
incons,incons,0,incons,0.77,0.42,2,6,0.2985,0
0.4394,10,0,23,0.77,incons,2,6,0.2985,0
0.4242,175.0,0,10.375,0.77,0.42,2,0,0.3582,incons
0.4242,12,0,1,0.77,0.42,2,0,0.2836,incons
0.4091,5,0,2,0.82,0.4,2,0,0.2836,incons
0.4242,2,0,3,0.82,0.42,2,0,0.2985,0
0.4242,-11.1,0,4,0.88,0.42,2,0,0.3582,0
0.4242,1,0,6,0.94,0.42,2,0,0.3582,0
0.4242,0,0,7,1,0.42,3,0,0.4478,0
0.4091,1,0,8,11.9068,0.4,2,0,0.2985,0
0.4242,4,0,9,1,0.42,2,0,0.2836,0
0.4242,4,0,10,1,0.42,2,0,0.2985,0
0.4242,18,0,11,1,3.4328,2,0,0.2239,0
0.4545,10,0,12,-7.178,incons,2,0,incons,0
0.4545,22,0,13,0.94,0.46,4.0,0,0.3582,17.07
0.4394,12,0,14,1,0.44,3,0,0.2239,0
0.4394,3,0,15,1,0.44,3,0,0.2239,0
0.3333,3,0,16,1,0.36,3,0,0.2836,0
0.303,2,0,17,1,0.34,3,0,0.2985,0
0.2879,0,0,18,1,3.4328,3,incons,0.3582,0
0.2576,0,0,19,1,-2.388,3,-8.4625,0.4925,0
0.2424,3,0,20,1,0.28,3,0,0.4179,0
0.1818,1,0,21,0.93,0.24,3,0,0.6119,0
0.197,0,0,22,1,3.4328,2,0,0.3881,17.07
5.2925,0,0,23,1,0.22,2,0,16.355,0
0.1818,0,0,0,1,0.2,3,1,0.3284,1
0.1818,0,0,1,1,0.2,3,1,-9.925,1
0.1515,0,18.130475,3,0.8,0.2,1,1,0.5821,1
0.1515,1,0,4,0.8,0.2,4.0,1,0.5224,1
0.1818,0,0,5,0.75,0.2,1,1,0.3582,17.07
0.1818,3,0,6,0.75,incons,3.5,1,-9.925,1
0.1667,3,18.130475,-6.625,0.75,0.2,1,1,0.4179,1
0.1818,11,0,8,0.75,0.2,1,1,0.3881,1
5.2925,175.0,0,9,0.64,0.22,1,1,0.4627,17.07
0.2121,15,-10.884125,incons,0.6,0.24,1,incons,0.2985,1
0.2121,19,18.130475,11,0.48,-2.388,1,1,0.4478,1
0.2727,28,0,12,0.42,0.3,incons,1,0.4179,1
0.2879,16,0,13,0.36,0.32,1,1,0.3881,1
0.2879,incons,0,14,0.36,0.32,1,1,0.4179,17.07
0.303,32,0,15,0.31,0.34,3.5,1,0.3881,1
0.303,175.0,0,16,11.9068,0.34,1,1,0.3582,1
0.303,27,18.130475,17,0.29,-2.388,1,1,0.3582,1
0.303,19,0,18,0.31,0.32,1,13.8775,16.355,1
0.2879,-11.1,0,19,0.33,0.3,1,1,0.2239,1
0.303,5,18.130475,20,11.9068,0.3,1,1,0.1642,1
0.2727,1,0,21,0.38,0.28,1,1,0.2239,-10.45
0.2576,1,0,incons,0.48,0.26,1,1,0.1642,17.07
5.2925,175.0,0,23,0.48,0.28,4.0,-8.4625,0,1
0.2879,1,0,0,incons,0.26,1,2,0.0896,1
0.2424,incons,18.130475,1,11.9068,0.24,1,2,0.1343,-10.45
0.2424,1,0,2,0.52,0.24,1,2,0.1343,1
0.2576,5,0,3,0.52,0.24,1,2,0.0896,1
0.2727,0,0,4,0.64,0.22,4.0,2,0,-10.45
0.2273,2,0,5,0.69,0.2,4.0,2,0.1045,1
0.2576,3,0,6,0.59,0.2,1,2,0,17.07
0.197,9,0,7,0.64,0.18,1,incons,incons,1
0.2273,10,0,8,0.55,0.22,incons,2,0.194,-7.45
0.2576,11,0,9,0.41,-2.388,1,2,0.1642,1
0.2879,25,0,10,0.33,0.3,2,2,0.194,1
0.3485,26,18.130475,11,0.25,0.36,2,2,0.1642,17.07
0.3788,incons,0,12,0.23,0.36,2,2,0,incons
0.3939,25,0,10.375,0.25,0.38,2,2,0.1045,1
5.2925,incons,0,14,0.2,0.38,2,2,0,1
5.2925,18.26,-10.884125,15,0.18,0.36,2,13.8775,0,1
0.3939,26,0,16,incons,0.38,1,2,0.1642,1
0.3485,39,0,17,0.27,0.36,1,2,0.2239,1
5.2925,21,0,18,0.27,0.34,1,2,0.194,-10.45
0.3485,9,0,19,0.31,0.34,1,2,0.1045,17.07
0.3333,2,0,20,0.39,0.32,1,2,0.0896,1
0.2879,7,18.130475,incons,11.9068,3.4328,1,2,0.194,1
incons,11,18.130475,22,0.49,0.3,1,2,0.2239,1
0.2727,3,0,23,0.61,0.28,1,2,incons,1
0.2879,0,18.130475,0,0.65,0.26,1,3,incons,1
5.2925,0,18.130475,1,0.52,0.26,incons,13.8775,-9.925,1
0.2727,1,0,2,0.52,0.26,4.0,3,16.355,1
0.2576,1,0,3,0.7,0.24,-2.5,3,0.0896,1
0.2576,0,0,4,0.75,0.24,1,-8.4625,0.1045,1
0.2424,1,0,5,0.81,0.24,2,3,0.1343,17.07
0.2576,5,0,6,0.85,0.24,2,3,16.355,1
0.2424,18,0,23.0,0.87,0.24,2,3,0.1642,1
0.2424,11,incons,8,0.87,0.24,2,3,0.1343,1
0.2424,5,0,9,0.87,incons,2,3,incons,17.07
-3.4875,8,0,10,0.75,3.4328,2,3,incons,1
5.2925,15,0,11,incons,0.32,2,3,0.3881,1
0.303,14,0,12,0.76,3.4328,2,3,0.2537,1
0.2879,17,0,13,0.76,0.32,2,3,0.3582,1
0.303,10,0,14,0.76,0.34,2,3,16.355,1
0.3333,15,0,15,0.71,0.36,2,3,0.2985,1
0.303,10,0,16,0.76,0.34,2,incons,0.3284,1
5.2925,175.0,0,17,0.76,0.34,2,3,0.2985,1
0.3182,12,0,18,0.76,0.34,2,3,0.2537,1
0.303,11,0,19,0.76,incons,2,3,0.3284,1
0.3182,4,0,20,0.87,0.32,2,13.8775,0.194,1
0.303,10,0,-6.625,0.93,0.32,2,3,0.3284,1
0.3182,4,18.130475,22,0.93,incons,3,3,0.1642,1
0.3333,1,0,23,0.93,0.34,3,3,0.194,1
0.3182,3,-10.884125,0,0,0.34,3,4,0.2537,1
0.3182,0,0,1,0,0.34,3,4,0.2537,1
0.3182,0,0,2,0,0.34,3,4,incons,1
0.3485,1,0,5,0,0.36,3,4,0.194,1
0.3333,0,18.130475,6,0,0.36,3,4,0.3284,17.07
0.3939,1,0,7,0,0.38,3,4,0.2239,1
0.3939,incons,0,8,incons,0.38,3,4,0.2836,1
0.4091,1,18.130475,23.0,0,3.4328,3,4,0.2239,1
incons,0,0,23.0,11.9068,0.4,3,4,0.1642,1
0.4091,6,-10.884125,11,0,0.4,3,4,0.2537,-10.45
0.4242,4,0,12,0,0.42,incons,4,0.2239,1
0.4242,-11.1,0,13,11.9068,0.42,3,4,0.2239,17.07
0.4394,0,0,14,0,0.44,incons,4,0.2985,1
5.2925,incons,0,23.0,0,0.44,4.0,4,0.2239,1
0.4242,1,0,16,0,0.42,3,4,0.2537,1
0.4394,2,0,17,0,0.44,2,4,0.3881,1
0.4394,2,0,18,0,0.44,3,4,0.3582,1
0.4394,5,0,19,0,-2.388,3,4,0.5821,1
0.3333,9,0,20,0,0.36,3,4,0.3284,1
5.2925,1,0,21,0,0.36,3,4,0.2239,1
0.3333,incons,0,22,0,0.34,2,4,0.1343,1
5.2925,1,0,23,0,0.34,3,4,-9.925,1
0.3485,0,0,0,1,0.34,2,5,0.0896,1
0.3485,0,0,1,1,0.34,4.0,5,0.1045,1
-3.4875,2,0,2,1,0.34,-2.5,13.8775,0.1045,1
5.2925,0,0,3,0.93,0.32,2,5,0.0896,1
0.2879,-11.1,0,5,0.81,0.3,1,5,0.2239,1
0.2424,1,0,6,0.81,0.26,-2.5,5,0.2836,-10.45
0.2576,10,0,7,0.7,0.26,4.0,5,0.194,1
0.2727,15,0,8,0.7,incons,1,5,0.2537,12.07
0.2879,13,0,incons,0.61,0.3,2,5,0.2836,1
0.303,18,0,-6.625,incons,0.32,4.0,5,0.2985,-10.45
0.303,14,0,11,0.57,0.32,2,5,0.2985,1
0.3182,15,0,12,0.53,0.34,2,5,0.2537,1
0.3333,15,0,13,0.53,3.4328,1,5,0.2537,1
0.3333,25,0,incons,0.5,0.36,2,incons,0.3582,1
0.3182,21,0,15,0.53,0.34,2,-8.4625,0.2537,17.07
0.303,18,18.130475,16,0.49,0.34,2,5,0.2985,1
0.3182,23,0,17,0.49,incons,1,5,0.2239,1
0.303,19,0,18,0.49,0.32,1,5,0.3284,17.07
0.2727,7,0,19,incons,0.3,3.5,5,0.3284,17.07
0.303,6,0,20,0.56,0.3,1,5,16.355,1
incons,10,0,21,0.52,0.3,2,5,0.2537,incons
0.303,11,0,22,0.52,0.3,1,5,0.1642,1
0.2879,-11.1,incons,23,0.52,0.3,4.0,5,0.2537,17.07
0.2727,175.0,0,0,0.6,0.26,1,6,-9.925,0
0.2273,3,0,1,0.65,0.24,1,6,0.194,0
0.2273,0,18.130475,2,0.65,0.24,1,6,0.194,-7.45
0.2273,1,0,3,0.65,0.24,incons,6,0.2537,17.07
0.2273,18.26,0,4,0.65,0.24,1,13.8775,0.2537,0
0.2273,0,0,5,0.69,0.22,1,6,0.194,0
0.2121,2,0,6,0.75,0.22,1,incons,0.2537,0
0.2273,18.26,0,7,0.7,0.24,1,6,0.194,0
0.2576,9,incons,23.0,0.65,0.26,1,6,16.355,-10.45
0.2879,25,0,9,0.65,0.28,1,6,0.1045,0
0.303,21,0,10,0.66,0.32,1,6,0.2239,0
0.303,36,0,23.0,0.49,0.34,1,6,0.3284,0
5.2925,51,0,12,0.53,0.34,1,6,0.2836,0
0.3333,62,0,23.0,0.51,incons,1,6,0.3582,0
5.2925,70,0,14,0.5,0.4,3.5,6,0.4478,0
0.4242,81,0,23.0,0.44,0.42,incons,6,0.4925,0
0.4545,100,18.130475,16,incons,0.46,1,incons,16.355,0
0.4545,-11.1,0,17,0.44,0.46,1,6,0.3284,17.07
0.4242,54,0,18,11.9068,3.4328,1,6,0.1642,0
0.4242,175.0,0,incons,0.54,0.42,1,6,0.0896,0
0.4091,22,0,20,0.58,0.4,1,6,0.1045,0
0.3939,36,0,21,0.62,0.38,1,6,0,0
0.3788,7,0,22,0.71,0.36,1,6,0,0
0.3939,11,18.130475,23,0.66,0.38,-2.5,6,0.0896,0
0.3939,3,0,0,0.62,0.38,1,0,0.1045,0
0.3485,10,0,1,0.66,0.36,1,0,0.1343,0
0.3333,6,0,3,incons,0.34,1,0,0.1343,0
0.3333,4,0,4,0.66,0.34,1,0,0.1642,0
5.2925,incons,0,5,11.9068,0.36,1,0,0.1343,0
0.3636,0,0,23.0,-4.178,0.34,1,0,0,0
0.3485,2,0,7,0.62,0.36,1,0,0.194,0
0.4091,11,0,8,0.5,0.4,1,incons,0.2985,0
0.4091,8,0,23.0,0.5,0.4,incons,0,16.355,0
0.4242,36,0,10.375,0.47,0.42,1,0,16.355,-7.45
0.4394,88,-10.884125,11,0.41,0.44,1,0,0.4179,0
0.4545,74,0,12,0.38,0.46,1,13.8775,0.3881,0
0.4545,97,0,13,0.38,0.46,1,0,16.355,17.07
0.4545,144,0,14,0.41,0.46,1,0,16.355,0
0.4697,149,0,15,incons,incons,1,0,0.3284,17.07
0.4545,124,0,16,0.41,0.46,1,0,0.3881,0
0.4394,incons,0,17,0.41,0.44,1,0,0.3582,0
0.4091,55,0,18,0.43,0.4,1,0,0.3582,0
0.3333,28,0,19,0.5,0.36,1,0,0.3582,0
0.303,23,0,20,0.57,0.32,1,0,0.2985,0
0.2879,9,0,21,0.56,3.4328,1,0,0.2537,0
0.2727,8,0,22,0.56,0.3,1,0,0.3284,0
0.2576,5,0,23,0.65,3.4328,1,0,0.2239,0
0.2727,4,0,0,0.65,0.26,1,13.8775,0.1045,1
0.2879,0,0,1,0.65,0.26,1,1,0.0896,1
5.2925,0,0,2,0.65,0.26,1,1,0.0896,1
0.2727,0,0,3,0.65,0.26,1,1,0.1343,1
0.2424,175.0,0,5,0.7,0.24,1,1,0.1343,1
0.2727,1,0,6,0.65,0.26,1,1,0.1343,1
5.2925,4,0,incons,0.61,0.28,2,1,0,1
5.2925,24,0,8,0.56,0.3,2,1,0.1343,1
0.303,13,0,9,0.53,0.32,1,1,0.3284,1
0.3182,-11.1,0,10,0.42,0.34,1,1,0.2537,12.07
0.3333,26,0,11,0.4,incons,1,1,0.2537,1
0.3939,40,0,12,0.37,0.38,1,1,0,1
0.3939,24,0,13,0.36,0.38,1,1,0.3284,12.07
5.2925,27,0,23.0,0.34,incons,2,1,0,1
0.3939,24,0,15,incons,0.38,1,1,0.1642,17.07
0.4091,27,0,16,0.35,0.4,1,1,0.1045,1
5.2925,42,0,17,0.4,0.38,3.5,1,0.194,1
0.3636,25,0,-6.625,0.4,0.36,1,1,0.1045,1
0.3485,17,incons,19,0.43,0.36,1,1,0.1343,1
0.3182,23,18.130475,20,0.46,0.34,incons,1,0.2239,-10.45
0.3333,5,0,21,0.46,0.34,1,1,0.1343,1
0.3333,4,0,22,0.49,0.32,1,1,0.1045,1
0.3485,incons,0,23,0.53,0.32,1,1,-9.925,1
0.3485,7,0,0,0.53,0.32,1,2,0,1
0.303,4,0,1,11.9068,3.4328,1,2,0.0896,1
incons,1,0,2,0.62,0.3,1,13.8775,0.0896,1
-3.4875,1,0,4,0.75,0.24,1,2,0.0896,1
0.2273,0,0,5,0.75,0.24,1,2,0.194,17.07
0.2273,18.26,0,6,11.9068,0.22,-2.5,2,-9.925,1
0.2424,10,0,7,0.75,0.24,1,2,0.1642,1
0.2879,175.0,0,8,0.7,0.26,1,2,0.0896,1
0.3333,10,0,9,0.7,0.3,2,2,0,1
0.3182,22,0,10,11.9068,0.32,2,2,0.194,1
0.3182,27,0,11,0.57,0.34,2,2,0.2239,17.07
0.3485,32,0,12,0.5,0.36,2,2,0.2239,1
0.3333,23,0,13,0.57,0.36,2,2,0.2836,1
0.3939,14,0,14,incons,0.38,2,2,0.2985,17.07
0.3939,24,0,15,0.43,0.38,2,2,0.2836,1
0.3939,21,0,16,0.46,3.4328,2,2,16.355,-10.45
0.3485,incons,0,17,0.62,incons,2,2,0.194,1
0.3333,18,0,18,0.62,incons,2,2,0.2985,1
0.3182,14,incons,19,0.71,0.34,2,2,0.2836,1
0.3182,9,0,20,0.71,-2.388,2,13.8775,0.2836,1
0.3333,2,0,21,0.81,0.32,3.5,2,0.1045,1
0.3182,1,0,incons,6.9068,0.32,2,2,0.1642,1
-3.4875,1,0,23,0.87,0.32,2,2,0.1642,1
0.2879,0,0,0,0.93,0.3,3,3,0.2537,1
0.2727,incons,0,1,1,0.3,3,3,0.2985,1
-3.4875,1,0,3,incons,0.28,2,3,0.2239,17.07
0.303,0,0,4,0.93,0.3,2,3,0.1642,1
0.3182,0,0,5,0.93,0.3,2,3,0.1045,1
0.3182,incons,0,6,0.93,0.3,2,3,0.1045,1
0.2879,incons,0,7,0.93,0.3,2,3,0.194,1
0.3182,26,0,8,11.9068,0.32,2,13.8775,0,1
0.3333,10,0,-6.625,0.93,0.32,2,incons,0.1343,1
0.3485,19,0,10,0.81,incons,2,3,0.1642,1
0.3485,13,0,11,0.81,3.4328,incons,13.8775,0.1343,1
0.4091,23,0,12,0.71,0.4,2,3,0.1045,17.07
0.4091,18,0,13,0.76,0.4,2,3,0.1343,1
0.4091,33,0,14,0.76,0.4,2,3,0.2239,1
0.4091,22,0,15,11.9068,0.4,2,3,0.2537,1
0.4091,30,0,16,0.76,0.4,2,3,0.1642,17.07
0.4394,37,0,17,0.54,0.44,2,3,0.2985,17.07
0.4394,175.0,0,23.0,0.54,0.44,2,3,0.2239,1
0.4394,18,0,19,0.51,3.4328,2,3,-9.925,1
0.4242,18.26,0,20,0.54,0.42,2,incons,0.2985,1
0.4242,3,0,21,0.58,0.42,2,3,0.2836,1
0.4091,11,0,22,0.62,0.4,2,incons,0.3881,1
0.4091,9,0,23,incons,3.4328,1,3,16.355,1
0.3939,4,0,0,0.66,0.38,incons,4,0.2537,1
-3.4875,1,0,1,0.71,0.36,1,4,0.2239,1
0.303,3,0,10.375,0.71,0.34,1,4,0.2985,1
0.3333,1,0,3,0.66,0.34,1,4,0.1642,1
5.2925,0,0,incons,0.71,0.34,incons,4,0.194,1
0.3333,0,0,5,0.76,0.32,1,13.8775,0.1045,1
0.3182,175.0,0,6,0.76,0.32,1,4,0.194,1
incons,12,0,7,incons,0.32,incons,4,0.1343,1
0.3485,17,0,8,0.66,0.36,1,4,0.1343,1
0.4091,23,0,9,0.62,0.4,1,4,0.2537,1
0.4394,9,0,10,0.54,0.44,1,4,0.3284,1
0.4394,20,0,11,0.54,0.44,1,4,0.2836,incons
5.2925,24,0,12,0.45,0.5,1,4,16.355,1
0.5,26,0,13,0.42,0.52,2,4,0.0896,1
0.4848,32,-10.884125,14,0.45,0.5,1,4,0.1045,1
0.5,30,0,15,0.42,0.52,1,4,0.2537,1
0.4848,34,0,16,0.48,0.5,1,4,16.355,1
0.4848,48,0,17,0.42,0.5,1,4,0.194,1
0.4545,50,0,18,0.59,0.46,2,4,0.1642,1
0.4394,18,0,19,0.58,0.44,1,4,0.194,1
0.4242,25,0,20,0.67,3.4328,1,4,0.2239,1
0.4242,19,0,21,0.62,0.42,1,4,0.2239,1
0.4091,17,0,22,0.66,3.4328,1,4,0.2239,1
0.4242,7,0,23,0.62,0.42,4.0,4,16.355,1
0.4242,5,0,0,0.58,0.42,1,5,0.2836,1
0.4091,4,0,incons,11.9068,0.4,-2.5,5,0.2537,1
0.4091,5,0,23.0,0.62,0.4,1,5,0.194,1
0.3485,1,0,3,0.71,0.36,1,13.8775,0.194,1
0.3939,2,0,5,0.66,0.38,-2.5,5,0.1642,1
0.4091,incons,0,6,0.66,0.4,1,5,0.194,1
0.4091,11,0,7,0.66,0.4,1,5,0.194,-10.45
incons,24,0,8,0.67,0.42,1,5,0.2537,1
0.4545,18,18.130475,9,0.63,0.46,1,5,0.2239,1
0.5,43,0,10,0.53,0.52,1,5,0.2836,1
0.5152,-11.1,0,11,-7.178,0.54,1,5,0.2836,12.07
5.2925,72,0,12,0.49,0.56,incons,5,0.3582,1
0.6212,57,18.130475,13,0.41,0.64,1,5,0.2836,1
0.6212,71,0,14,0.39,0.66,1,5,0.2537,1
0.6364,62,0,15,incons,0.68,-2.5,5,0.3582,1
0.6364,67,18.130475,16,0.39,0.68,4.0,5,0.2836,1
0.6364,95,0,17,0.37,0.7,1,5,0.3284,1
0.6364,84,0,18,0.39,incons,1,5,0.1642,incons
0.6212,58,0,19,0.44,incons,1,5,-9.925,1
0.6212,46,0,20,0.46,0.62,incons,5,0.1343,1
0.6212,22,0,21,0.46,0.62,-2.5,5,16.355,1
0.6212,55,0,incons,0.5,0.62,1,5,16.355,1
0.6212,26,0,10.375,11.9068,0.6,2,5,incons,1
0.6212,26,0,0,0.53,0.6,2,6,-9.925,17.07
0.5455,16,0,1,0.46,incons,2,13.8775,0.3582,17.07
0.5303,5,0,2,0.43,0.56,2,6,0.2239,17.07
0.5152,incons,0,23.0,0.39,0.54,3.5,incons,0.3284,0
0.5,1,0,incons,-7.178,0.52,1,6,0.4179,incons
0.5,0,0,5,0.34,-2.388,1,6,0.4179,0
0.4394,175.0,0,23.0,0.44,0.44,4.0,6,0.4179,0
0.4091,4,0,10.375,11.9068,0.4,1,6,0.3284,0
0.4242,11,0,8,0.47,0.42,1,6,0.4925,0
0.4242,35,0,9,0.44,0.42,1,13.8775,0.4627,0
0.4394,incons,0,10,0.38,0.44,1,6,-9.925,0
0.4545,90,0,11,0.36,0.46,1,6,0.4478,0
0.4545,126,18.130475,10.375,0.33,0.46,1,6,0.4179,0
0.4848,174,0,13,0.34,0.5,1,6,0.4627,0
0.4848,168,0,14,0.31,0.5,1,13.8775,0.4925,0
0.4848,170,0,15,0.29,0.5,1,6,0.4179,0
5.2925,175,0,16,0.31,3.4328,1,6,0.3881,0
0.4697,138,0,17,11.9068,3.4328,1,incons,0.3284,-7.45
0.4545,92,0,incons,0.31,0.46,1,6,0.3284,0
0.4394,38,0,19,0.33,0.44,1,incons,16.355,0
0.4242,39,0,20,0.35,0.42,1,6,0.2239,0
0.4091,20,0,21,0.37,0.4,1,6,0.2985,0
0.4091,27,0,22,0.37,0.4,3.5,13.8775,0.3284,0
0.3939,incons,0,20.375,0.4,incons,1,6,0.2985,0
0.303,7,0,0,0.49,0.34,incons,0,0.4179,0
0.2879,2,0,1,0.53,0.32,1,0,0.3582,0
0.2879,6,0,2,11.9068,0.3,1,0,0.2836,0
0.2727,1,0,3,0.56,0.28,3.5,-8.4625,0.2537,0
0.2576,2,0,4,0.56,0.26,1,0,0.2239,0
0.2576,3,-10.884125,5,0.6,0.26,1,incons,0.194,0
0.2576,1,18.130475,6,0.6,0.26,1,0,0.2239,12.07
0.2273,5,0,7,0.6,0.24,1,0,0.2239,0
0.2727,7,0,23.0,incons,0.28,1,0,0.1642,0
0.303,35,0,9,0.52,-2.388,1,0,-9.925,0
0.3485,55,0,10,0.45,0.32,2,13.8775,0,0
0.3485,92,0,11,11.9068,0.34,1,0,0.1045,0
0.3636,120,0,12,0.4,incons,1,0,incons,0
