atemp,casual,cnt,holiday,hr,hum,registered,temp,weathersit,weekday,windspeed,workingday
0.3182,,4.0,0.0,1.0,incons,4.0,0.28,2.0,13.8775,0.0,1.0
0.2727,,2.0,0.0,2.0,0.93,26.727362499999998,0.26,incons,2.0,0.1045,1.0
0.2727,0.0,1.0,0.0,3.0,0.93,1.0,0.28,3.0,2.0,0.1642,1.0
0.2576,0.0,37.3936875,0.0,4.0,incons,3.0,0.26,1.0,2.0,0.1642,1.0
0.2273,0.0,2.0,18.130475,5.0,,2.0,incons,1.0,2.0,0.3284,1.0
0.2273,0.0,incons,0.0,6.0,0.7,39.0,0.26,1.0,2.0,0.3284,1.0
0.197,3.0,100.0,0.0,7.0,0.65,incons,0.24,1.0,2.0,0.4179,1.0
0.197,7.0,243.0,0.0,8.0,0.56,236.0,0.24,1.0,2.0,0.4925,1.0
incons,7.0,135.0,0.0,incons,0.52,128.0,0.24,1.0,2.0,0.4925,1.0
0.1818,4.0,48.0,0.0,,0.47,44.0,0.22,1.0,2.0,0.5522,1.0
5.2925,1.0,50.0,0.0,11.0,0.47,49.0,0.22,1.0,2.0,0.4627,1.0
0.197,2.0,65.0,0.0,12.0,,63.0,0.24,1.0,2.0,0.4925,12.07
0.197,2.0,50.0,,13.0,0.32,48.0,0.24,2.0,2.0,0.4478,1.0
0.197,3.0,64.0,0.0,14.0,0.37,61.0,0.22,1.0,2.0,0.4179,1.0
0.197,6.0,51.0,0.0,15.0,0.35,45.0,0.22,1.0,2.0,0.3881,1.0
0.1818,4.0,83.0,incons,16.0,0.35,79.0,0.22,-2.5,2.0,0.5224,1.0
0.1818,4.0,176.0,0.0,17.0,0.32,172.0,0.22,1.0,2.0,0.5821,1.0
0.1818,1.0,incons,0.0,18.0,0.32,151.0,0.2,1.0,2.0,0.3881,1.0
0.1212,,101.0,incons,19.0,0.4,100.0,0.16,,2.0,0.4627,1.0
0.1364,3.0,56.0,incons,20.0,0.4,53.0,0.16,1.0,2.0,0.3284,
0.1061,8.0,54.0,0.0,incons,0.33,46.0,0.14,1.0,2.0,0.4627,1.0
0.1061,0.0,29.0,0.0,22.0,11.9068,29.0,0.12,1.0,2.0,0.3582,1.0
0.1061,3.0,12.0,incons,23.0,0.33,-15.878937499999997,0.12,1.0,2.0,0.3284,1.0
0.0758,0.0,17.0,0.0,0.0,0.36,17.0,0.1,1.0,3.0,0.3582,1.0
0.1061,0.0,7.0,0.0,1.0,0.36,-15.878937499999997,0.1,1.0,3.0,0.2239,1.0
0.0758,1.0,,0.0,2.0,0.38,incons,0.08,1.0,3.0,0.2836,1.0
0.0758,0.0,2.0,0.0,3.0,0.45,2.0,0.06,1.0,3.0,0.1343,1.0
0.1061,0.0,7.0,0.0,5.0,0.45,7.0,0.06,1.0,3.0,0.1045,1.0
0.1515,0.0,43.0,0.0,6.0,0.45,43.0,0.06,incons,3.0,0.0,1.0
0.1061,4.0,99.0,-10.884125000000001,-6.625,0.49,95.0,0.06,1.0,3.0,0.1045,1.0
,1.0,199.0,,8.0,0.42,198.0,0.1,,3.0,0.0,1.0
0.1364,4.0,,0.0,9.0,0.39,119.0,0.12,1.0,3.0,0.1642,1.0
0.1818,8.0,59.0,0.0,10.0,0.36,,0.14,3.5,,0.0,1.0
0.1515,1.0,41.0,0.0,11.0,0.43,40.0,0.14,2.0,3.0,0.1642,1.0
incons,4.0,61.0,0.0,,0.4,57.0,0.18,2.0,3.0,0.2239,1.0
0.1667,2.0,69.0,0.0,13.0,0.4,67.0,0.18,1.0,3.0,0.2537,1.0
0.1818,2.0,58.0,0.0,14.0,0.34,56.0,0.2,-2.5,3.0,0.2985,1.0
0.1818,3.0,64.0,0.0,15.0,incons,61.0,0.2,2.0,3.0,0.2836,1.0
0.197,7.0,79.0,,16.0,0.37,72.0,0.2,,13.8775,0.2537,1.0
0.197,,166.0,0.0,17.0,,157.0,0.2,,3.0,0.2537,1.0
0.1667,2.0,170.0,-10.884125000000001,18.0,0.47,168.0,incons,2.0,3.0,0.2985,1.0
0.1212,1.0,88.0,0.0,19.0,-7.178000000000001,87.0,0.14,3.0,3.0,0.2537,1.0
0.1515,0.0,84.0,0.0,20.0,0.86,84.0,0.14,3.0,3.0,0.1642,17.07
0.1515,0.0,incons,0.0,21.0,0.86,83.0,0.14,2.0,3.0,0.1642,1.0
0.1667,incons,46.0,0.0,22.0,0.8,42.0,0.16,3.0,3.0,0.1642,1.0
0.1515,0.0,37.0,18.130475,23.0,0.8,37.0,0.16,3.0,3.0,0.194,1.0
0.1364,0.0,16.0,0.0,,0.86,16.0,0.14,3.0,4.0,0.194,1.0
0.1515,incons,7.0,0.0,1.0,-7.178000000000001,7.0,0.14,3.0,4.0,0.1343,1.0
0.1515,0.0,3.0,0.0,2.0,0.8,3.0,0.14,3.0,4.0,0.1343,1.0
0.1364,0.0,1.0,0.0,4.0,0.59,1.0,0.14,2.0,incons,0.2239,1.0
0.1212,0.0,,0.0,5.0,0.5,6.0,0.12,2.0,4.0,,12.07
0.1212,0.0,incons,0.0,incons,-7.178000000000001,26.0,0.12,2.0,4.0,0.2836,1.0
0.0758,0.0,99.0,0.0,7.0,0.5,99.0,0.1,1.0,4.0,0.4179,1.0
0.0758,5.0,178.0,0.0,8.0,11.9068,173.0,0.1,1.0,4.0,0.3284,incons
0.1061,,,0.0,9.0,0.42,incons,0.12,1.0,-8.462499999999999,,1.0
0.1061,1.0,37.3936875,0.0,10.0,0.42,34.0,-2.388,1.0,4.0,0.2985,1.0
0.1212,1.0,45.0,0.0,11.0,0.39,44.0,0.14,1.0,4.0,0.3582,1.0
0.1364,4.0,69.0,0.0,12.0,0.34,65.0,0.16,incons,4.0,0.3881,1.0
-3.4875,3.0,62.0,,13.0,0.29,59.0,0.18,1.0,4.0,0.2985,1.0
0.1818,6.0,48.0,0.0,14.0,0.27,42.0,0.2,1.0,4.0,0.2836,1.0
0.197,0.0,50.0,0.0,15.0,0.25,50.0,0.2,1.0,4.0,0.2537,1.0
0.1818,4.0,80.0,0.0,16.0,0.27,76.0,0.2,1.0,13.8775,0.2985,1.0
0.1818,6.0,165.0,0.0,17.0,0.26,159.0,3.4328000000000003,1.0,4.0,0.194,1.0
0.1818,3.0,160.0,-10.884125000000001,18.0,0.28,157.0,0.16,1.0,4.0,0.1343,1.0
0.1667,2.0,112.0,incons,19.0,,-15.878937499999997,0.14,1.0,4.0,0.1045,1.0
0.1818,4.0,97.0,0.0,-12.625,0.31,93.0,0.14,1.0,4.0,0.0896,1.0
0.2121,2.0,72.0,0.0,21.0,0.39,70.0,0.14,1.0,4.0,0.0,1.0
0.197,4.0,51.0,0.0,22.0,0.39,47.0,0.12,1.0,4.0,0.0,1.0
0.1515,1.0,34.0,0.0,23.0,0.42,33.0,0.12,1.0,4.0,0.1045,1.0
0.1364,2.0,14.0,0.0,incons,0.49,12.0,0.1,1.0,5.0,0.1045,12.07
0.1364,1.0,-22.322812499999998,-10.884125000000001,1.0,incons,6.0,0.1,1.0,5.0,0.0896,
0.1364,0.0,3.0,0.0,2.0,0.54,3.0,0.1,1.0,5.0,0.0896,1.0
,0.0,incons,,5.0,0.63,,0.08,1.0,5.0,0.0896,1.0
0.1818,1.0,24.0,0.0,6.0,0.68,23.0,0.1,1.0,5.0,0.0,1.0
0.1667,1.0,37.3936875,0.0,7.0,0.73,73.0,0.08,1.0,5.0,0.0,1.0
0.1212,4.0,216.0,0.0,8.0,,212.0,0.1,1.0,5.0,0.1642,1.0
0.1212,8.0,incons,0.0,incons,0.74,132.0,incons,3.5,5.0,0.2239,1.0
0.1364,5.0,incons,0.0,10.0,0.69,39.0,0.14,1.0,13.8775,0.194,1.0
0.2273,12.0,64.0,0.0,11.0,0.47,52.0,0.22,,5.0,incons,1.0
0.2273,7.0,71.0,0.0,12.0,0.47,64.0,0.22,1.0,5.0,0.1343,1.0
incons,21.0,110.0,0.0,13.0,0.35,89.0,0.24,1.0,5.0,0.194,1.0
0.2879,17.0,84.0,0.0,14.0,0.26,67.0,-2.388,1.0,5.0,16.355,1.0
0.3182,12.0,74.0,0.0,15.0,0.21,62.0,0.32,incons,5.0,0.1642,1.0
0.2879,14.0,125.0,incons,16.0,0.28,111.0,0.3,,5.0,0.194,1.0
0.3333,18.0,211.0,0.0,17.0,0.24,193.0,0.3,1.0,5.0,0.0,1.0
0.3182,9.0,174.0,0.0,18.0,0.28,165.0,0.28,1.0,5.0,0.0,1.0
0.303,,101.0,0.0,19.0,0.33,incons,0.26,1.0,5.0,0.0,1.0
0.2273,2.0,63.0,0.0,20.0,0.55,61.0,0.22,1.0,5.0,0.1343,1.0
0.2121,1.0,47.0,0.0,21.0,0.59,46.0,0.2,-2.5,5.0,16.355,1.0
0.2273,,43.0,0.0,22.0,incons,,0.2,,,0.0896,1.0
,5.0,53.0,0.0,23.0,0.69,48.0,0.18,1.0,5.0,0.0,1.0
0.197,3.0,30.0,0.0,0.0,0.69,27.0,0.16,1.0,incons,incons,0.0
incons,2.0,24.0,0.0,1.0,0.86,22.0,0.14,1.0,6.0,0.0,0.0
0.2121,2.0,15.0,0.0,2.0,0.8,13.0,0.14,1.0,-8.462499999999999,0.0,0.0
0.197,3.0,10.0,0.0,3.0,0.8,incons,,1.0,6.0,0.0,0.0
0.1667,0.0,4.0,0.0,10.375,,4.0,0.12,1.0,6.0,0.0896,0.0
0.1667,-11.1,1.0,0.0,5.0,incons,1.0,0.12,1.0,6.0,0.0896,0.0
0.1364,1.0,2.0,0.0,6.0,0.93,1.0,0.12,1.0,6.0,0.194,0.0
0.1515,2.0,11.0,0.0,7.0,0.8,9.0,0.12,1.0,6.0,0.1045,0.0
0.1515,2.0,incons,0.0,8.0,0.86,28.0,0.14,1.0,6.0,0.1343,0.0
0.1818,5.0,43.0,0.0,9.0,0.64,38.0,0.16,1.0,6.0,0.1343,0.0
0.2121,13.0,84.0,0.0,10.0,0.41,71.0,0.22,1.0,6.0,0.2537,0.0
0.2727,30.0,114.0,0.0,11.0,0.28,84.0,0.3,1.0,6.0,0.3284,0.0
5.2925,27.0,120.0,0.0,12.0,0.39,93.0,-2.388,1.0,6.0,0.4627,0.0
-3.4875,32.0,135.0,18.130475,13.0,0.39,103.0,0.3,1.0,6.0,0.4179,0.0
-3.4875,,120.0,-10.884125000000001,14.0,0.31,90.0,0.34,1.0,6.0,0.2836,0.0
0.303,47.0,174.0,incons,15.0,0.29,127.0,0.34,1.0,6.0,0.4179,0.0
0.303,18.259999999999998,37.3936875,18.130475,16.0,0.29,103.0,0.34,,6.0,0.4179,0.0
0.2879,,137.0,0.0,17.0,0.31,113.0,0.32,1.0,6.0,0.5224,0.0
0.2576,4.0,incons,0.0,18.0,0.38,60.0,0.28,1.0,6.0,0.3284,0.0
0.2727,2.0,41.0,,19.0,0.38,39.0,0.28,1.0,6.0,0.1642,0.0
0.2576,1.0,40.0,incons,20.0,0.41,39.0,incons,1.0,6.0,0.2239,0.0
-3.4875,9.0,51.0,0.0,21.0,0.41,42.0,0.26,1.0,-8.462499999999999,0.0,0.0
0.2576,6.0,45.0,0.0,22.0,0.44,39.0,0.24,incons,6.0,0.0896,0.0
0.2273,1.0,32.0,0.0,23.0,0.51,31.0,0.22,1.0,6.0,16.355,0.0
0.2273,incons,39.0,0.0,0.0,0.64,34.0,0.2,1.0,0.0,0.1045,0.0
0.2273,,24.0,0.0,1.0,incons,23.0,0.2,1.0,0.0,0.0896,
0.2273,-11.1,20.0,incons,2.0,,19.0,-2.388,2.0,0.0,0.0896,0.0
0.2273,incons,12.0,0.0,3.0,0.69,8.0,0.2,2.0,0.0,0.1045,0.0
0.2121,0.0,2.0,0.0,4.0,-7.178000000000001,2.0,0.2,2.0,0.0,0.1642,0.0
0.2121,,-22.322812499999998,0.0,6.0,0.69,3.0,0.2,2.0,0.0,,0.0
0.2727,0.0,3.0,0.0,7.0,0.55,3.0,0.22,,0.0,0.0,0.0
0.2273,1.0,12.0,0.0,8.0,0.64,11.0,0.22,2.0,0.0,0.194,0.0
0.2273,12.0,47.0,0.0,9.0,0.6,35.0,0.24,2.0,0.0,0.2239,0.0
0.2727,19.0,105.0,,10.0,0.45,incons,0.3,,0.0,0.3284,0.0
,26.0,112.0,0.0,11.0,0.39,86.0,0.32,1.0,0.0,0.4478,0.0
0.3182,58.0,-22.322812499999998,0.0,12.0,0.32,94.0,0.36,1.0,0.0,0.4627,0.0
0.3939,62.0,154.0,18.130475,13.0,0.29,92.0,,3.5,0.0,0.3582,incons
0.4091,incons,161.0,0.0,14.0,0.3,110.0,0.4,2.0,0.0,,0.0
0.4091,40.0,162.0,0.0,15.0,0.3,122.0,,2.0,0.0,0.2985,0.0
0.4242,28.0,134.0,0.0,16.0,0.28,incons,0.42,2.0,0.0,0.3284,0.0
0.4242,,125.0,0.0,17.0,0.28,95.0,0.42,1.0,0.0,0.3284,0.0
0.4091,17.0,incons,0.0,18.0,0.32,78.0,0.4,1.0,0.0,0.2985,0.0
0.4091,11.0,61.0,0.0,19.0,0.35,50.0,0.4,1.0,0.0,0.2836,0.0
-3.4875,15.0,47.0,0.0,20.0,0.35,,0.4,1.0,0.0,0.3284,0.0
0.4091,incons,51.0,0.0,21.0,0.35,45.0,0.4,1.0,0.0,0.3582,0.0
-3.4875,5.0,,0.0,incons,0.35,31.0,0.4,1.0,0.0,0.2985,0.0
0.4091,3.0,30.0,0.0,23.0,0.35,27.0,0.4,1.0,0.0,,0.0
0.3939,3.0,11.0,0.0,0.0,0.37,8.0,0.38,1.0,incons,0.3582,1.0
0.3939,1.0,7.0,0.0,1.0,0.37,6.0,0.38,1.0,,0.3582,1.0
0.3333,0.0,,0.0,2.0,,2.0,0.36,,1.0,0.2985,1.0
0.3182,1.0,2.0,0.0,3.0,0.46,1.0,0.34,1.0,1.0,0.2239,1.0
0.303,0.0,,0.0,4.0,0.53,2.0,incons,1.0,-8.462499999999999,0.2836,1.0
incons,-11.1,3.0,-10.884125000000001,5.0,0.53,incons,0.32,1.0,1.0,0.2836,1.0
0.303,1.0,,0.0,6.0,0.46,25.0,-2.388,1.0,1.0,0.2985,1.0
0.303,2.0,98.0,incons,7.0,0.46,96.0,0.34,1.0,1.0,0.2985,1.0
0.3939,7.0,-22.322812499999998,0.0,8.0,0.4,-15.878937499999997,-2.388,1.0,1.0,0.4627,17.07
0.4091,8.0,130.0,0.0,9.0,0.37,122.0,0.4,1.0,1.0,0.3881,1.0
0.4394,-11.1,,,10.0,0.33,46.0,0.44,1.0,1.0,0.2239,1.0
0.5,18.259999999999998,53.0,0.0,11.0,0.23,-15.878937499999997,0.52,1.0,1.0,0.2537,1.0
0.5303,27.0,126.0,0.0,-6.625,0.22,99.0,0.56,1.0,1.0,0.4478,
0.5455,27.0,120.0,0.0,13.0,0.19,93.0,0.58,1.0,1.0,0.3881,1.0
0.5909,14.0,90.0,,14.0,0.15,76.0,0.6,1.0,1.0,-9.925,12.07
0.5303,19.0,90.0,,15.0,0.21,71.0,-2.388,1.0,1.0,0.6567,1.0
0.5,16.0,37.3936875,0.0,16.0,0.27,,0.52,1.0,1.0,0.4627,1.0
0.4545,25.0,243.0,0.0,17.0,0.33,218.0,,,,0.6119,1.0
0.4091,11.0,37.3936875,,18.0,0.4,194.0,0.4,1.0,1.0,,
,incons,98.0,0.0,19.0,0.43,86.0,0.38,1.0,1.0,0.4925,1.0
incons,5.0,70.0,0.0,20.0,0.46,65.0,0.36,1.0,1.0,0.4627,1.0
0.3182,8.0,43.0,0.0,21.0,0.5,35.0,0.36,1.0,1.0,0.5224,1.0
0.2879,,45.0,0.0,22.0,0.46,incons,0.34,1.0,1.0,0.6567,1.0
0.2879,1.0,20.0,0.0,23.0,,19.0,0.32,1.0,1.0,0.4925,1.0
0.2727,7.0,19.0,,0.0,0.49,12.0,0.3,1.0,2.0,0.4179,1.0
0.2424,0.0,,0.0,1.0,0.42,5.0,0.3,,incons,0.7761,1.0
0.2273,1.0,3.0,0.0,2.0,0.41,2.0,0.28,1.0,,0.6866,1.0
0.1818,0.0,1.0,0.0,4.0,0.37,1.0,0.22,1.0,2.0,incons,1.0
incons,18.259999999999998,4.0,0.0,5.0,0.32,4.0,0.22,1.0,2.0,0.4627,1.0
0.1818,0.0,30.0,0.0,6.0,0.32,30.0,0.2,1.0,2.0,0.3284,1.0
0.1818,2.0,105.0,0.0,7.0,0.32,,0.2,-2.5,2.0,0.3582,1.0
0.1818,10.0,223.0,0.0,8.0,0.32,213.0,0.2,1.0,2.0,0.3582,1.0
0.197,2.0,110.0,0.0,9.0,0.29,,0.22,1.0,2.0,0.4478,17.07
0.2121,5.0,52.0,0.0,10.0,0.27,47.0,0.24,1.0,2.0,0.2836,1.0
0.2424,incons,37.3936875,0.0,,0.25,46.0,0.26,1.0,2.0,0.2537,1.0
0.2727,,71.0,0.0,12.0,-7.178000000000001,65.0,0.28,1.0,2.0,0.2537,1.0
0.303,incons,82.0,0.0,13.0,0.21,68.0,,1.0,incons,,1.0
0.3182,10.0,79.0,0.0,14.0,0.19,69.0,0.34,1.0,2.0,0.2239,1.0
0.3333,11.0,85.0,0.0,15.0,0.19,74.0,incons,1.0,2.0,0.1642,17.07
0.3182,21.0,98.0,,16.0,0.19,77.0,0.34,1.0,2.0,0.2537,1.0
0.303,15.0,206.0,0.0,17.0,0.22,191.0,0.32,1.0,incons,0.2239,1.0
0.303,14.0,212.0,0.0,18.0,0.22,198.0,incons,,2.0,0.1343,1.0
0.2879,3.0,37.3936875,0.0,19.0,0.26,142.0,0.28,1.0,2.0,0.1343,1.0
0.2727,3.0,101.0,0.0,20.0,0.33,98.0,0.26,1.0,2.0,0.1045,1.0
0.2879,incons,66.0,0.0,10.375,incons,61.0,0.24,1.0,2.0,0.0,1.0
0.2879,0.0,41.0,0.0,22.0,0.44,41.0,incons,1.0,incons,0.0,1.0
0.2576,0.0,20.0,0.0,23.0,0.44,20.0,0.22,2.0,2.0,0.0896,1.0
0.2576,0.0,15.0,0.0,0.0,0.41,15.0,0.22,1.0,3.0,0.0896,1.0
,0.0,9.0,0.0,1.0,0.44,9.0,0.2,1.0,3.0,0.0896,1.0
0.197,0.0,1.0,0.0,3.0,0.47,1.0,0.2,2.0,3.0,0.194,1.0
0.197,0.0,1.0,0.0,4.0,0.51,1.0,0.2,1.0,3.0,0.194,
0.197,0.0,5.0,0.0,5.0,0.47,5.0,0.2,1.0,3.0,0.194,1.0
0.197,1.0,33.0,,6.0,0.55,32.0,0.2,1.0,3.0,0.2239,1.0
0.197,5.0,108.0,0.0,7.0,,103.0,0.2,2.0,13.8775,0.2239,1.0
0.2273,6.0,230.0,-10.884125000000001,8.0,11.9068,26.727362499999998,0.22,2.0,3.0,0.1642,1.0
0.2121,2.0,124.0,0.0,9.0,incons,122.0,0.24,1.0,3.0,0.2836,1.0
0.2273,14.0,69.0,18.130475,10.0,0.41,55.0,incons,1.0,-8.462499999999999,0.3881,1.0
0.303,7.0,66.0,0.0,11.0,0.34,59.0,0.34,1.0,3.0,0.2985,1.0
0.3939,-11.1,86.0,0.0,12.0,,72.0,,1.0,3.0,0.3284,1.0
0.4242,13.0,93.0,0.0,13.0,0.3,,0.42,1.0,,,1.0
0.4545,17.0,82.0,0.0,14.0,0.28,65.0,0.46,1.0,incons,0.4179,1.0
0.4545,35.0,117.0,0.0,15.0,0.28,incons,0.46,1.0,3.0,16.355,1.0
0.4545,26.0,-22.322812499999998,0.0,16.0,0.31,96.0,0.46,1.0,-8.462499999999999,0.3881,
0.4545,11.0,255.0,0.0,17.0,0.28,,0.46,1.0,-8.462499999999999,0.2836,1.0
0.4091,20.0,222.0,0.0,18.0,0.4,202.0,0.4,1.0,3.0,0.2239,
0.3182,18.0,,0.0,19.0,incons,143.0,,1.0,3.0,,1.0
,10.0,118.0,0.0,20.0,,108.0,0.38,1.0,3.0,0.194,1.0
0.3485,,92.0,0.0,21.0,0.46,87.0,0.36,incons,3.0,0.194,1.0
0.3333,12.0,73.0,0.0,22.0,0.53,26.727362499999998,0.34,1.0,3.0,0.194,1.0
-3.4875,2.0,,0.0,23.0,0.4,31.0,incons,1.0,3.0,-9.925,1.0
incons,1.0,17.0,0.0,0.0,0.53,16.0,0.34,1.0,4.0,0.194,
0.3182,0.0,6.0,0.0,1.0,0.53,6.0,0.34,1.0,4.0,0.2239,1.0
0.3182,2.0,6.0,0.0,2.0,0.53,4.0,0.34,2.0,4.0,0.2239,incons
0.3333,3.0,4.0,0.0,3.0,0.53,1.0,0.34,1.0,4.0,0.194,1.0
0.3182,3.0,4.0,0.0,4.0,0.57,1.0,0.32,1.0,4.0,0.194,1.0
0.3333,1.0,12.0,0.0,5.0,0.66,11.0,0.32,1.0,4.0,0.0896,1.0
0.303,3.0,47.0,,6.0,0.7,26.727362499999998,0.3,1.0,4.0,0.1343,1.0
0.3333,,126.0,incons,7.0,0.57,119.0,0.32,1.0,4.0,0.1045,1.0
0.3333,18.0,285.0,0.0,8.0,0.57,267.0,0.32,1.0,4.0,0.0896,1.0
0.3485,16.0,179.0,0.0,9.0,0.57,163.0,0.36,1.0,4.0,0.194,1.0
0.3939,18.0,88.0,0.0,10.0,0.54,70.0,0.38,1.0,4.0,0.194,1.0
0.4394,19.0,37.3936875,0.0,11.0,0.44,71.0,0.44,2.0,4.0,0.2537,1.0
0.4697,,101.0,0.0,12.0,0.41,86.0,0.48,1.0,4.0,0.2239,1.0
0.5152,15.0,123.0,0.0,13.0,0.34,108.0,0.54,1.0,4.0,0.2239,1.0
0.6212,26.0,81.0,0.0,14.0,11.9068,55.0,0.6,1.0,4.0,0.2239,1.0
0.6061,incons,106.0,0.0,15.0,0.28,-15.878937499999997,0.6,incons,4.0,0.2537,incons
5.2925,,146.0,0.0,16.0,-7.178000000000001,117.0,0.56,2.0,-8.462499999999999,,
0.5455,18.0,274.0,0.0,17.0,0.32,-15.878937499999997,0.58,2.0,4.0,,1.0
0.5152,11.0,222.0,0.0,18.0,0.42,211.0,0.54,2.0,4.0,0.2836,1.0
0.4697,14.0,175.0,0.0,19.0,0.55,,0.48,1.0,4.0,0.3284,1.0
0.4697,8.0,139.0,0.0,20.0,0.59,131.0,0.48,1.0,4.0,0.3284,1.0
0.5,5.0,124.0,0.0,21.0,0.55,119.0,0.52,1.0,,0.3881,1.0
0.4848,8.0,76.0,0.0,22.0,0.59,68.0,0.5,1.0,,0.2836,
0.4545,4.0,44.0,0.0,23.0,0.67,40.0,0.46,1.0,4.0,0.2985,1.0
0.4394,12.0,32.0,0.0,0.0,0.72,26.727362499999998,0.44,1.0,5.0,0.2836,1.0
0.4394,1.0,8.0,-10.884125000000001,1.0,0.72,7.0,0.44,,5.0,0.2239,1.0
-3.4875,2.0,7.0,0.0,incons,0.72,,0.44,1.0,5.0,0.2836,1.0
0.4545,2.0,8.0,0.0,3.0,0.67,6.0,0.46,1.0,5.0,0.2537,-7.45
0.4545,0.0,1.0,incons,4.0,0.67,1.0,0.46,1.0,5.0,0.2537,1.0
0.4545,1.0,7.0,0.0,5.0,0.67,6.0,0.46,2.0,5.0,0.1045,1.0
0.4394,2.0,50.0,0.0,6.0,0.72,48.0,,2.0,5.0,0.1642,1.0
,8.0,116.0,0.0,7.0,0.77,108.0,0.42,2.0,5.0,0.2239,1.0
0.4242,,272.0,0.0,8.0,11.9068,246.0,0.42,2.0,5.0,0.194,1.0
0.4242,15.0,169.0,0.0,9.0,0.77,154.0,0.42,incons,5.0,16.355,1.0
0.4394,17.0,95.0,0.0,10.0,11.9068,78.0,,incons,5.0,0.2239,1.0
0.4394,,113.0,0.0,11.0,0.72,82.0,0.44,incons,5.0,0.1642,1.0
0.4848,59.0,185.0,0.0,12.0,0.59,126.0,0.5,1.0,5.0,0.194,
0.6212,45.0,176.0,0.0,13.0,incons,131.0,0.6,1.0,5.0,0.194,1.0
0.6212,73.0,191.0,0.0,,11.9068,118.0,0.66,1.0,5.0,0.2985,1.0
0.6212,55.0,172.0,0.0,15.0,0.36,117.0,0.66,1.0,5.0,0.3284,1.0
5.2925,68.0,232.0,0.0,10.375,0.36,164.0,0.66,1.0,5.0,0.2836,1.0
0.6212,18.259999999999998,327.0,0.0,17.0,0.34,275.0,0.66,1.0,5.0,0.3582,1.0
0.6212,29.0,224.0,0.0,18.0,0.33,195.0,0.64,1.0,5.0,0.3284,1.0
,16.0,162.0,-10.884125000000001,incons,0.29,146.0,incons,1.0,5.0,0.5821,1.0
,18.259999999999998,124.0,0.0,20.0,0.31,105.0,0.6,1.0,5.0,0.194,1.0
0.5455,11.0,incons,0.0,21.0,incons,61.0,0.58,,5.0,,1.0
0.5152,19.0,107.0,0.0,22.0,incons,26.727362499999998,0.54,1.0,5.0,0.2537,1.0
0.5,,incons,0.0,23.0,0.08,61.0,0.52,1.0,,0.2836,
0.4697,6.0,29.0,0.0,0.0,0.12,,0.48,incons,6.0,0.4925,0.0
0.4545,10.0,-22.322812499999998,0.0,1.0,0.14,,0.46,1.0,6.0,0.4179,0.0
0.4394,3.0,17.0,0.0,2.0,0.13,,0.44,1.0,6.0,0.3881,0.0
0.4242,0.0,,0.0,3.0,0.14,7.0,0.42,1.0,6.0,16.355,0.0
0.4091,0.0,3.0,incons,4.0,0.15,3.0,0.4,1.0,6.0,0.3284,0.0
0.4091,0.0,3.0,0.0,5.0,incons,3.0,0.4,1.0,6.0,0.3284,0.0
0.4091,3.0,,0.0,6.0,0.17,3.0,0.4,1.0,6.0,0.4179,-7.45
0.3939,6.0,22.0,0.0,7.0,0.17,incons,0.38,1.0,6.0,0.5224,0.0
0.3939,9.0,37.3936875,0.0,8.0,0.17,26.727362499999998,0.38,1.0,6.0,0.5821,0.0
0.4091,18.0,,0.0,9.0,0.16,37.0,incons,1.0,6.0,0.6567,0.0
0.4242,34.0,106.0,-10.884125000000001,10.0,incons,72.0,0.42,1.0,6.0,0.5821,0.0
0.4394,47.0,123.0,0.0,11.0,0.16,-15.878937499999997,0.44,1.0,6.0,0.5821,0.0
0.4394,38.0,119.0,0.0,12.0,0.18,81.0,0.44,incons,6.0,0.4925,0.0
0.4394,52.0,155.0,0.0,13.0,0.16,103.0,0.44,1.0,6.0,0.6119,0.0
0.4545,incons,196.0,0.0,14.0,0.15,94.0,0.46,1.0,13.8775,-9.925,0.0
0.4394,84.0,171.0,0.0,15.0,0.16,87.0,0.44,1.0,6.0,0.7463,0.0
0.4394,39.0,120.0,0.0,16.0,0.16,81.0,0.44,1.0,6.0,0.6418,0.0
0.4242,36.0,127.0,0.0,,,91.0,0.42,1.0,6.0,0.6119,0.0
0.3182,21.0,88.0,0.0,18.0,0.25,67.0,0.36,1.0,6.0,0.4478,0.0
0.303,5.0,59.0,0.0,-6.625,0.29,54.0,0.34,1.0,6.0,0.3582,0.0
,9.0,47.0,0.0,20.0,0.28,38.0,0.32,1.0,6.0,0.5224,0.0
0.2727,4.0,33.0,incons,-6.625,0.26,29.0,0.32,1.0,6.0,0.5522,0.0
0.2576,2.0,44.0,0.0,22.0,0.28,42.0,0.3,1.0,6.0,0.4925,0.0
0.2424,4.0,29.0,0.0,23.0,0.33,25.0,0.28,1.0,6.0,0.4478,
,3.0,17.0,0.0,0.0,0.35,14.0,0.26,1.0,0.0,0.4478,0.0
0.197,5.0,16.0,0.0,1.0,0.41,11.0,0.24,incons,,incons,0.0
0.197,0.0,17.0,0.0,2.0,0.41,-15.878937499999997,0.24,1.0,0.0,0.5522,0.0
0.1818,9.0,18.0,0.0,3.0,0.44,9.0,0.22,1.0,0.0,0.5522,0.0
0.1818,-11.1,1.0,-10.884125000000001,4.0,0.44,1.0,0.22,,0.0,0.5522,
0.1818,1.0,2.0,18.130475,6.0,0.47,1.0,0.2,1.0,0.0,0.2985,0.0
0.1667,incons,2.0,0.0,7.0,incons,2.0,0.18,1.0,incons,0.2537,0.0
