hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
,,4,1,,0.24,0.2121,0.75,0.2985,4,133,137
10,0,4,1,2,0.26,0.2424,0.7,0.2836,8,49,57
11,0,4,1,3.5,0.32,0.2879,0.57,0.3881,8,71,79
12,0,4,1,2,0.36,0.3333,0.53,0.3582,10,85,95
13,0,4,1,2,0.38,0.3939,0.54,0.2985,16,,88
,0,4,1,2,0.4,,0.5,0.2985,2,67,69
10.375,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63
16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,incons,71
17,0,4,1,,0.36,0.3485,0.66,0.194,9,168,177
18,0,4,1,2,0.34,0.303,0.87,0.3284,5,26.7273625,137
19,incons,-8.4625,1,3,0.34,0.303,0.93,0.2985,3,112,115
20,0,4,1,2,0.34,0.303,0.93,0.3582,2,-15.8789375,89
21,0,,1,2,0.34,0.303,0.87,-9.925,7,76,83
22,0,,12.07,3,0.34,,0.87,0.2836,-11.1,50,55
23,incons,4,1,2,0.32,,0.93,0.2239,,-15.8789375,50
0,18.130475,5,1,3,0.32,0.3485,,0,1,,9
1,0,5,1,2,0.32,0.3485,1,0,1,9,37.3936875
,0,5,1,,0.32,0.3485,1,0,0,3,3
3,0,incons,1,2,0.32,,0.93,incons,1,1,2
5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6
6,0,5,1,3,0.34,5.2925,0.93,0.0896,0,,11
7,0,5,1,3,0.34,0.3333,1,0.1343,1,34,35
8,0,5,1,3,0.36,0.3485,-7.178,0.1343,3,70,
9,0,5,1,3,,0.303,0.93,0.3582,3,111,37.3936875
10,0,5,1,3,0.42,,0.94,0.3284,7,42,49
11,0,5,1,,0.52,0.5,0.77,0.4478,9,50,59
12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,incons
13,-10.884125,5,1,3,,5.2925,0.6,0.4627,6,77,
14,0,5,1,3,0.56,0.5303,,0.6119,-11.1,71,85
15,,5,1,1,0.46,0.4545,0.41,0.806,5,,55
16,0,5,1,1,,,,0.4627,incons,,
17,0,5,1,1,0.32,0.2727,-7.178,0.7463,,181,189
18,0,5,1,1,0.32,,0.49,0.4925,7,150,157
19,0,5,1,1,0.3,,0.52,0.4478,-11.1,86,37.3936875
20,0,5,1,1,0.3,-3.4875,0.49,0.6119,2,incons,62
incons,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63
22,-10.884125,5,1,1,0.26,5.2925,0.48,0.4478,incons,43,50
23,-10.884125,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39
0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28
1,0,13.8775,0,1,,0.2121,0.52,0.2985,2,25,27
2,0,6,0,1,,incons,0.6,16.355,18.26,9,12
3,18.130475,incons,0,1,incons,0.2273,0.55,,1,7,8
4,,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2
5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10
6,0,6,0,1,0.22,0.2727,incons,0,1,6,
7,0,-8.4625,0,1,0.22,0.2576,0.6,0.0896,1,incons,
8,0,6,0,-2.5,0.24,0.2879,0.6,0,,55,57
9,0,6,,2,0.26,0.2576,0.56,0.1642,9,65,74
10,0,,0,,0.3,0.303,0.49,0.1343,14,71,85
11,0,6,0,1,0.3,5.2925,0.45,0,26,100,126
12,0,incons,17.07,2,0.32,0.3182,0.45,0.1642,45,115,160
13,,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174
14,0,6,0,2,0.34,0.303,0.36,-9.925,57,154,211
20.375,0,6,0,2,,0.3333,11.9068,0.2836,40,125,165
16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171
17,-10.884125,6,0,1,0.36,0.3485,11.9068,0.2239,53,130,183
18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137
19,0,6,0,1,0.32,0.303,-7.178,incons,30,64,94
20,0,6,17.07,1,0.3,0.303,0.56,0.1642,8,60,68
21,0,incons,0,1,0.28,0.2727,0.65,0.2537,9,59,37.3936875
22,0,6,0,1,0.28,0.2727,0.75,incons,8,38,46
,0,13.8775,0,1,incons,0.2576,0.75,0.2836,5,29,34
0,0,0,0,1,0.26,0.2424,0.87,0.2836,18.26,26,34
1,0,0,0,1,0.26,incons,0.87,0.194,7,30,37
2,0,0,0,1,-2.388,0.2727,0.87,0.1343,2,26.7273625,22
3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11
4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,incons,2
6,0,0,0,1,0.24,0.2879,0.87,0,2,1,3
7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,
8,0,,0,1,0.26,0.303,0.87,,9,26,35
incons,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59
10,0,-8.4625,0,1,0.3,0.303,0.81,0.1642,24,79,103
-6.625,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125
12,0,0,0,1,,0.4091,0.54,incons,61,132,193
13,0,0,0,1,0.42,,0.47,0,90,169,-22.3228125
14,0,13.8775,0,1,0.44,0.4394,0.47,0.0896,105,26.7273625,282
15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261
16,0,0,,1,0.48,0.4697,0.44,0.1642,98,170,268
17,0,0,incons,1,0.42,0.4242,0.54,0.194,66,121,-22.3228125
18,0,0,0,1,incons,0.4091,0.54,-9.925,24,103,127
,,0,0,1,,0.4091,11.9068,0.1343,16,86,102
20,0,0,0,,0.4,0.4091,0.54,0.0896,,72,81
21,18.130475,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69
20.375,0,0,-10.45,2,0.38,0.3939,0.62,0.1045,2,67,69
,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59
incons,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,incons
1,0,1,incons,3,3.4328,-3.4875,0.87,0.3582,1,7,8
3,0,1,17.07,3,0.32,0.3182,0.93,0.1642,0,incons,1
5,0,1,1,2,0.34,0.3636,0.93,0,1,4,5
6,0,1,1,2,0.34,0.3485,0.96,0.1045,1,27,28
7,0,13.8775,1,2,0.36,0.3636,0.93,0.1045,2,-15.8789375,92
8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255
9,0,1,1,1,0.42,0.4242,-7.178,0.2836,15,127,142
10,0,1,1,2,0.52,0.5,0.72,0.4925,13,79,92
11,,1,1,2,0.56,0.5303,0.64,16.355,13,74,87
12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36
13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,-15.8789375,32
14,0,1,1,3,0.42,,1,0.2985,1,24,25
15,0,1,1,3,0.42,0.4242,1,0.2985,0,35,35
16,-10.884125,1,1,3,0.42,0.4242,1,0.1343,2,40,42
17,0,1,1,3,0.4,0.4091,1,0.2985,2,77,79
18,0,1,1,3,0.46,0.4545,0.94,0.194,4,127,131
19,0,1,1,3,0.44,0.4394,0.88,0.6119,1,79,80
incons,,1,1,3,0.44,0.4394,0.88,0.6119,0,45,45
21,incons,1,1,2,-2.388,0.3939,0.87,0.3881,,,80
22,0,1,1,incons,0.34,0.303,0.93,0.4179,incons,72,76
23,incons,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45
0,-10.884125,2,1,1,,0.2727,0.7,0.4627,0,7,7
1,18.130475,incons,1,1,0.26,-3.4875,0.7,0.3582,0,3,3
2,0,2,1,1,0.24,5.2925,0.65,0.3881,0,4,-22.3228125
3,0,2,1,1,0.22,0.2121,,0.2836,0,2,2
4,0,2,1,1,0.22,0.2121,0.69,incons,0,1,37.3936875
5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2
6,0,,1,incons,0.2,0.1818,0.59,0.2985,0,46,46
7,0,2,12.07,1,0.2,0.1818,0.59,0.3284,2,105,107
8,-10.884125,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214
9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124
10,0,2,1,1,,0.2121,0.52,0.2836,13,,-22.3228125
11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56
12,0,2,1,1,-2.388,0.303,0.39,0.1343,6,80,
13,0,2,1,1,0.32,0.3485,0.39,0,13,65,78
14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79
15,0,2,1,1,0.34,0.3636,0.34,0,7,57,64
16,0,2,17.07,1,0.34,0.3485,,0.0896,10,92,102
17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242
18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224
,-10.884125,2,,1,0.3,0.303,0.49,0.1343,4,115,119
20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,
21,0,2,1,1,0.26,0.303,0.56,0,-11.1,55,63
22,0,2,,1,-2.388,0.2727,0.62,0.1045,3,44,47
23,incons,2,1,1,0.24,0.2273,0.65,,-11.1,23,25
0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,37.3936875
1,0,3,1,1,0.22,0.2273,0.69,0.194,,4,4
2,0,3,1,incons,0.22,,0.69,0.194,0,,2
3,0,,1,1,0.22,0.2121,0.69,0.2836,3,1,4
4,0,incons,1,1,0.2,0.2121,0.75,0.1343,1,0,1
5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5
incons,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40
10.375,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110
8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256
,0,3,1,incons,0.28,0.2576,incons,0.2985,7,141,148
10,0,3,1,incons,0.32,0.303,0.49,0.2836,11,65,76
11,0,3,1,1,0.34,0.303,0.53,0.3284,8,,73
12,0,3,1,,0.4,0.4091,0.43,0.194,20,62,82
13,0,3,1,1,0.5,0.4848,0.25,0,35,90,125
14,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96
15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110
16,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139
17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,-15.8789375,268
18,0,3,,1,0.46,0.4545,0.23,0.4925,8,193,201
19,0,3,1,1,0.4,5.2925,0.28,0.5224,-11.1,144,150
20,,incons,1,1,0.36,0.3333,0.29,0.4179,9,86,95
21,0,3,1,1,0.34,0.2879,0.29,0.4627,incons,68,71
22,0,3,1,1,0.3,0.2576,incons,0.5522,4,44,48
23,-10.884125,-8.4625,1,1,0.26,0.2121,0.3,0.5224,0,22,22
0,0,4,1,1,0.24,-3.4875,,0.4627,3,10,13
1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1
2,0,incons,1,1,0.2,-3.4875,0.27,-9.925,1,2,3
3,0,4,1,1,0.2,,0.27,0.4627,0,1,1
4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1
5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,incons
6,0,4,1,1,0.14,,0.33,0.2985,1,34,35
7,18.130475,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111
8,0,4,1,1,0.14,0.1212,0.39,16.355,4,216,220
9,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145
10,,4,1,1,0.18,0.1818,0.29,0.194,7,49,56
11,,4,1,1,0.2,0.2273,0.29,0.0896,10,40,-22.3228125
12,0,4,1,1,incons,0.2273,0.25,-9.925,7,65,72
13,0,4,1,-2.5,0.22,0.2576,0.25,0.0896,13,,80
14,0,4,1,3.5,0.24,0.2576,0.21,0.1045,18,60,78
15,-10.884125,4,incons,1,0.24,0.2879,0.23,0,6,62,68
16,0,,,1,0.26,0.303,0.23,0,6,65,71
17,0,4,1,1,0.26,0.303,0.22,0,17,,
18,0,13.8775,1,1,0.24,0.2121,0.35,0.3284,6,incons,167
19,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106
20,0,4,1,1,,0.2273,0.4,0.0896,1,69,70
21,,,1,1,,0.2121,0.4,0.1045,3,48,51
22,0,4,1,1,0.2,0.2576,0.4,0,3,50,53
23,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23
0,18.130475,5,1,2,0.2,0.197,0.55,0.194,0,12,12
1,0,5,1,2,0.18,0.1818,0.64,0.194,0,4,4
-6.625,0,5,1,2,0.18,0.1818,,0.194,0,2,2
3,0,5,,2,0.18,5.2925,0.74,0.2537,0,1,1
4,0,5,1,2,incons,0.1818,0.74,0.194,1,0,1
5,0,5,1,2,0.16,0.1818,0.74,0.1343,0,7,7
6,0,5,,2,0.16,incons,0.74,0.0896,1,28,29
7,0,5,1,1,0.16,0.1818,,0.1343,0,83,83
8,0,5,17.07,1,0.18,0.197,0.74,0.1343,,222,228
9,0,5,1,1,0.22,0.2273,0.6,0.1343,12,138,150
10,0,5,1,1,0.24,0.2273,0.6,0.2537,10,56,
11,0,5,1,,0.28,0.2727,0.52,incons,16,73,89
12,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97
13,0,5,1,1,0.34,0.3182,0.42,0.2239,13,74,87
14,0,5,1,1,0.36,0.3333,0.4,0.2836,30,65,95
15,0,5,1,1,0.36,,0.4,0.2985,31,75,106
16,0,5,-10.45,1,0.36,0.3485,0.46,0.194,17,101,118
17,,,1,2,0.36,0.3333,0.5,0.2537,22,206,228
18,0,5,1,2,0.34,,0.53,0.2985,15,172,187
19,0,5,1,1,0.32,0.303,0.61,0.2537,5,102,37.3936875
20,0,5,1,incons,0.3,0.2879,0.7,-9.925,9,26.7273625,87
21,0,5,1,2,0.3,0.2879,0.7,0.2239,6,-15.8789375,70
22,0,5,1,1,0.3,0.2879,0.7,-9.925,4,40,44
23,0,5,1,2,0.3,0.303,0.75,incons,6,40,46
0,0,6,0,2,0.28,0.2879,0.81,0.1045,4,15,19
,0,6,0,2,0.3,0.3182,-7.178,0.1045,5,20,25
2,0,6,0,incons,0.3,,0.87,incons,5,15,20
3,0,6,0,2,0.3,0.2879,0.87,0.194,0,2,2
4,0,6,0,2,0.3,,0.93,0.1642,0,1,1
-6.625,0,6,,2,0.3,0.303,1,0.1343,-11.1,3,3
6,0,6,0,2,0.3,0.2879,1,0.2239,1,3,4
7,0,-8.4625,0,2,0.3,0.2727,1,,5,10,15
8,0,6,0,,0.3,0.2727,1,0.2985,11,34,45
9,0,-8.4625,0,2,0.32,0.303,0.93,0.2239,15,48,63
10,0,6,0,2,0.34,0.3333,0.93,0.194,,69,103
,0,incons,0,2,0.4,0.4091,0.76,0.2239,43,116,159
,0,6,0,2,0.44,0.4394,0.67,0.2537,46,121,
13,0,6,0,2,0.46,0.4545,0.67,0.2836,60,130,190
-6.625,0,6,0,2,0.48,0.4697,0.59,16.355,80,118,198
incons,-10.884125,6,0,2,0.46,0.4545,0.63,0.2985,83,122,205
16,0,,0,2,incons,0.4697,0.59,0.2985,74,130,204
17,0,6,0,2,0.48,0.4697,0.59,0.3582,60,104,164
10.375,0,6,0,2,0.48,0.4697,0.59,0.3284,37,115,152
19,0,6,,2,0.46,0.4545,0.67,0.3284,27,62,89
20,0,6,0,incons,0.44,incons,-7.178,0.3284,12,58,70
21,0,6,0,2,0.44,0.4394,0.72,0.3284,12,60,72
incons,0,6,0,2,0.42,incons,0.77,0.2985,incons,-15.8789375,63
23,0,6,0,2,incons,0.4394,0.77,0.2985,10,34,
10.375,0,0,incons,2,0.42,0.4242,0.77,0.3582,,41,52
1,0,0,incons,2,0.42,0.4242,0.77,0.2836,12,27,39
2,0,0,incons,2,0.4,0.4091,0.82,0.2836,5,27,32
3,0,0,0,2,0.42,0.4242,0.82,0.2985,2,9,11
4,0,0,0,2,0.42,0.4242,0.88,0.3582,-11.1,3,3
6,0,0,0,2,0.42,0.4242,0.94,0.3582,1,1,2
7,0,0,0,3,0.42,0.4242,1,0.4478,0,5,5
8,0,0,0,2,0.4,0.4091,11.9068,0.2985,1,8,9
9,0,0,0,2,0.42,0.4242,1,0.2836,4,-15.8789375,22
10,0,0,0,2,0.42,0.4242,1,0.2985,4,,31
11,0,0,0,2,3.4328,0.4242,1,0.2239,18,44,62
12,0,0,0,2,incons,0.4545,-7.178,incons,10,-15.8789375,79
13,0,0,,,0.46,0.4545,0.94,0.3582,22,83,incons
14,0,0,0,3,0.44,0.4394,1,0.2239,12,27,39
15,0,0,0,3,0.44,0.4394,1,0.2239,3,4,7
16,0,0,0,3,0.36,0.3333,1,0.2836,3,8,11
17,0,0,0,3,0.34,0.303,1,0.2985,2,23,25
18,0,incons,0,3,3.4328,0.2879,1,0.3582,0,23,23
19,0,-8.4625,0,3,-2.388,0.2576,1,0.4925,0,11,11
20,0,0,0,3,0.28,0.2424,1,0.4179,3,8,11
21,0,0,0,3,0.24,0.1818,0.93,0.6119,1,6,7
22,0,0,,2,,0.197,1,0.3881,0,10,10
23,0,0,0,2,0.22,5.2925,1,,0,incons,9
0,0,1,1,3,0.2,0.1818,1,0.3284,0,4,4
1,0,1,1,3,0.2,0.1818,1,-9.925,0,2,2
3,,1,1,1,0.2,0.1515,0.8,0.5821,0,incons,incons
4,0,1,1,,0.2,0.1515,0.8,0.5224,1,26.7273625,1
5,0,1,,1,0.2,0.1818,0.75,0.3582,0,1,1
6,0,1,1,3.5,incons,0.1818,0.75,-9.925,3,26.7273625,34
-6.625,,1,1,1,0.2,0.1667,0.75,0.4179,3,88,91
8,0,1,1,1,0.2,0.1818,0.75,0.3881,11,200,-22.3228125
9,0,1,17.07,1,0.22,5.2925,0.64,0.4627,,129,134
incons,-10.884125,incons,1,1,0.24,0.2121,0.6,0.2985,15,43,58
11,18.130475,1,1,1,-2.388,0.2121,0.48,0.4478,19,41,60
12,0,1,1,incons,0.3,0.2727,0.42,0.4179,28,68,96
13,0,1,1,1,0.32,0.2879,0.36,0.3881,16,54,70
14,0,1,17.07,1,0.32,0.2879,0.36,0.4179,incons,56,77
15,0,1,1,3.5,0.34,0.303,0.31,0.3881,32,64,96
16,0,1,1,1,0.34,0.303,11.9068,0.3582,,96,122
17,,1,1,1,-2.388,0.303,0.29,0.3582,27,206,233
18,0,,1,1,0.32,0.303,0.31,16.355,19,214,233
19,0,1,1,1,0.3,0.2879,0.33,0.2239,-11.1,134,145
20,18.130475,1,1,1,0.3,0.303,,0.1642,5,87,92
21,0,1,-10.45,1,0.28,0.2727,0.38,0.2239,1,53,54
incons,0,1,,1,0.26,0.2576,0.48,0.1642,1,34,35
23,0,-8.4625,1,,0.28,,0.48,0,,22,22
0,0,2,1,1,0.26,0.2879,incons,0.0896,1,9,10
1,,2,-10.45,1,0.24,0.2424,,0.1343,incons,4,4
2,0,2,1,1,0.24,0.2424,0.52,0.1343,1,0,1
3,0,2,1,1,0.24,0.2576,0.52,0.0896,5,2,7
4,0,2,-10.45,,0.22,0.2727,0.64,0,0,2,2
5,0,2,1,,0.2,0.2273,0.69,0.1045,2,8,10
6,0,2,17.07,1,0.2,0.2576,0.59,0,3,incons,
7,0,incons,1,1,0.18,0.197,0.64,incons,9,119,128
8,0,2,-7.45,incons,0.22,0.2273,0.55,0.194,10,247,257
9,0,2,1,1,-2.388,0.2576,0.41,0.1642,11,140,151
10,0,2,1,2,0.3,0.2879,0.33,0.194,25,46,71
11,,2,,2,0.36,0.3485,0.25,0.1642,26,52,78
12,0,2,incons,2,0.36,0.3788,0.23,0,incons,70,99
10.375,0,2,1,2,0.38,0.3939,0.25,0.1045,25,73,98
14,0,2,1,2,0.38,,0.2,0,incons,56,72
15,-10.884125,,1,2,0.36,5.2925,0.18,0,18.26,77,
16,0,2,1,1,0.38,0.3939,incons,0.1642,26,26.7273625,108
17,0,2,1,1,0.36,0.3485,0.27,0.2239,39,209,248
18,0,2,-10.45,1,0.34,5.2925,0.27,0.194,21,214,235
19,0,2,,1,0.34,0.3485,0.31,0.1045,9,141,150
20,0,2,1,1,0.32,0.3333,0.39,0.0896,2,incons,76
incons,,2,1,1,,0.2879,,0.194,7,68,75
22,,2,1,1,0.3,incons,0.49,0.2239,11,44,55
23,0,2,1,1,0.28,0.2727,0.61,incons,3,38,41
0,,3,1,1,0.26,0.2879,0.65,incons,0,9,9
1,,,1,incons,0.26,5.2925,0.52,-9.925,0,4,4
2,0,3,1,,0.26,0.2727,0.52,,1,1,2
3,0,3,1,-2.5,0.24,0.2576,0.7,0.0896,1,2,3
4,0,-8.4625,1,1,0.24,0.2576,0.75,0.1045,0,2,2
5,0,3,17.07,2,0.24,0.2424,0.81,0.1343,1,-15.8789375,8
6,0,3,1,2,0.24,0.2576,0.85,,5,44,37.3936875
,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141
8,incons,3,1,2,0.24,0.2424,0.87,0.1343,11,238,incons
9,0,3,,2,incons,0.2424,0.87,incons,5,136,141
10,0,3,1,2,,-3.4875,0.75,incons,8,49,57
11,0,3,1,2,0.32,,incons,0.3881,15,44,59
12,0,3,1,2,3.4328,0.303,0.76,0.2537,14,,-22.3228125
13,0,3,1,2,0.32,0.2879,0.76,0.3582,17,82,99
14,0,3,1,2,0.34,0.303,0.76,16.355,10,61,71
15,0,3,1,2,0.36,0.3333,0.71,0.2985,15,64,incons
16,0,incons,1,2,0.34,0.303,0.76,0.3284,10,102,112
17,0,3,1,2,0.34,,0.76,0.2985,,176,194
18,0,3,1,2,0.34,0.3182,0.76,0.2537,12,176,188
19,0,3,1,2,incons,0.303,0.76,0.3284,11,123,134
20,0,,1,2,0.32,0.3182,0.87,0.194,4,87,91
-6.625,0,3,1,2,0.32,0.303,0.93,0.3284,10,52,62
22,,3,1,3,incons,0.3182,0.93,0.1642,4,17,21
23,0,3,1,3,0.34,0.3333,0.93,0.194,1,17,18
0,-10.884125,4,1,3,0.34,0.3182,0,0.2537,3,,3
1,0,4,1,3,0.34,0.3182,0,0.2537,0,2,2
2,0,4,1,3,0.34,0.3182,0,incons,0,1,1
5,0,4,1,3,0.36,0.3485,0,0.194,1,2,3
6,,4,17.07,3,0.36,0.3333,0,0.3284,0,12,12
7,0,4,1,3,0.38,0.3939,0,0.2239,1,36,incons
8,0,4,1,3,0.38,0.3939,incons,0.2836,incons,43,44
,,4,1,3,,0.4091,0,0.2239,1,23,24
,0,4,1,3,0.4,incons,11.9068,0.1642,0,17,17
11,-10.884125,4,-10.45,3,0.4,0.4091,0,0.2537,6,5,11
12,0,4,1,incons,0.42,0.4242,0,0.2239,4,30,34
13,0,4,,3,0.42,0.4242,,0.2239,-11.1,11,12
14,0,4,1,incons,0.44,0.4394,0,0.2985,0,12,12
,0,4,1,,0.44,,0,0.2239,incons,11,14
16,0,4,1,3,0.42,0.4242,0,0.2537,1,20,21
17,0,4,1,2,0.44,0.4394,0,0.3881,2,109,incons
18,0,4,1,3,0.44,0.4394,0,0.3582,2,80,-22.3228125
19,0,4,1,3,-2.388,0.4394,0,0.5821,5,51,56
20,0,4,1,3,0.36,0.3333,0,0.3284,9,29,38
21,0,4,1,3,0.36,,0,0.2239,1,27,28
22,0,4,1,2,0.34,0.3333,0,0.1343,incons,30,34
23,0,4,1,3,0.34,,0,-9.925,1,26,
0,0,5,1,2,0.34,0.3485,1,0.0896,0,-15.8789375,6
1,0,5,1,,0.34,0.3485,1,0.1045,0,8,8
2,0,,1,-2.5,0.34,-3.4875,1,0.1045,2,3,-22.3228125
3,0,5,1,2,0.32,,0.93,0.0896,0,2,incons
5,0,5,1,1,0.3,0.2879,0.81,0.2239,-11.1,6,7
6,0,5,-10.45,-2.5,0.26,0.2424,0.81,0.2836,1,31,
7,0,5,1,,0.26,0.2576,0.7,0.194,10,104,114
8,0,5,12.07,1,incons,0.2727,0.7,0.2537,15,244,259
incons,0,5,1,2,0.3,0.2879,0.61,0.2836,13,143,156
-6.625,0,5,-10.45,,0.32,0.303,incons,0.2985,18,60,78
11,0,5,1,2,0.32,0.303,0.57,0.2985,14,67,
12,0,5,1,2,0.34,0.3182,0.53,0.2537,15,96,-22.3228125
13,0,5,1,1,,0.3333,0.53,0.2537,15,26.7273625,-22.3228125
incons,0,incons,1,2,0.36,0.3333,0.5,0.3582,25,64,89
15,0,-8.4625,,2,0.34,0.3182,0.53,0.2537,21,64,85
16,18.130475,5,1,2,0.34,0.303,0.49,0.2985,18,95,113
17,0,5,1,1,incons,0.3182,0.49,0.2239,23,200,223
18,0,5,,1,0.32,0.303,0.49,0.3284,19,134,153
19,0,5,,3.5,0.3,0.2727,incons,0.3284,7,111,118
20,0,5,1,1,0.3,0.303,0.56,16.355,6,70,76
21,0,5,incons,2,0.3,incons,0.52,0.2537,10,43,53
22,0,5,1,1,0.3,0.303,0.52,0.1642,11,26.7273625,64
23,incons,5,17.07,,0.3,0.2879,0.52,0.2537,-11.1,34,37
0,0,6,0,1,0.26,0.2727,0.6,-9.925,,30,34
1,0,6,0,1,0.24,0.2273,0.65,0.194,3,15,18
2,,6,-7.45,1,0.24,0.2273,0.65,0.194,0,14,14
3,0,6,,incons,0.24,0.2273,0.65,0.2537,1,6,7
4,0,,0,1,0.24,0.2273,0.65,0.2537,18.26,1,1
5,0,6,0,1,0.22,0.2273,0.69,0.194,0,2,2
6,0,incons,0,1,0.22,0.2121,0.75,0.2537,2,2,4
7,0,6,0,1,0.24,0.2273,0.7,0.194,18.26,19,incons
,incons,6,-10.45,1,0.26,0.2576,0.65,16.355,9,44,
9,0,6,0,1,0.28,0.2879,0.65,0.1045,25,76,101
10,0,6,0,1,0.32,0.303,0.66,0.2239,21,,99
,0,6,0,1,0.34,0.303,0.49,0.3284,36,83,119
12,0,6,0,1,0.34,5.2925,0.53,0.2836,51,107,
,0,6,0,1,incons,0.3333,0.51,0.3582,62,95,157
14,0,6,0,3.5,0.4,,0.5,0.4478,70,96,166
,0,6,0,incons,0.42,0.4242,0.44,0.4925,81,101,182
16,,incons,0,1,0.46,0.4545,incons,16.355,100,144,244
17,0,6,,1,0.46,0.4545,0.44,0.3284,-11.1,114,213
18,0,6,0,1,3.4328,0.4242,11.9068,0.1642,54,91,145
incons,0,6,0,1,0.42,0.4242,0.54,0.0896,,86,112
20,0,6,0,1,0.4,0.4091,0.58,0.1045,22,64,
21,0,6,0,1,0.38,0.3939,0.62,0,36,46,82
22,0,6,0,1,0.36,0.3788,0.71,0,7,56,63
23,,6,0,-2.5,0.38,0.3939,0.66,0.0896,11,38,49
0,0,0,0,1,0.38,0.3939,0.62,0.1045,3,35,38
1,0,0,0,1,0.36,0.3485,0.66,0.1343,10,23,33
3,0,0,0,1,0.34,0.3333,incons,0.1343,6,17,23
4,0,0,0,1,0.34,0.3333,0.66,0.1642,4,9,incons
5,0,0,0,1,0.36,5.2925,,0.1343,incons,3,3
,0,0,0,1,0.34,0.3636,-4.178,0,0,2,2
7,0,0,0,1,0.36,0.3485,0.62,0.194,2,8,10
8,0,incons,0,1,0.4,0.4091,0.5,0.2985,11,23,34
,0,0,0,incons,0.4,0.4091,0.5,,8,36,44
10.375,0,0,-7.45,1,0.42,0.4242,0.47,16.355,36,86,incons
11,-10.884125,0,0,1,0.44,0.4394,0.41,0.4179,88,93,181
12,0,,0,1,0.46,0.4545,0.38,0.3881,74,120,194
13,0,0,,1,0.46,0.4545,0.38,,97,124,221
14,0,0,0,1,0.46,0.4545,0.41,16.355,144,incons,250
15,0,0,17.07,1,incons,0.4697,incons,0.3284,149,155,304
16,0,0,0,1,0.46,0.4545,0.41,0.3881,124,132,256
17,0,0,0,1,0.44,0.4394,0.41,0.3582,incons,143,241
18,0,0,0,1,0.4,0.4091,0.43,0.3582,55,92,147
19,0,0,0,1,0.36,0.3333,0.5,0.3582,28,73,101
20,0,0,0,1,0.32,0.303,0.57,0.2985,23,54,77
21,0,0,0,1,3.4328,0.2879,0.56,0.2537,9,49,37.3936875
22,0,0,0,1,0.3,0.2727,0.56,0.3284,8,29,37
23,0,0,0,1,,0.2576,0.65,0.2239,5,23,28
